Job_Title,Skills_Found,JD_Text,URL
Tech Lead Backend Developer (Java),"restful, elasticsearch, spring, giao tiếp, kafka, spring boot, api, jira, redis, solr, github, scrum, mysql, agile, làm việc nhóm, java, postgresql","Yêu cầu ứng viên

1. Kinh nghiệm làm việc

Có tối thiểu từ 5 năm kinh nghiệm phát triển backend sử dụng ngôn ngữ Java.
Có kinh nghiệm làm việc với các hệ quản trị dữ liệu quan hệ như MySQL/PostgreSQL ...",https://www.topcv.vn/viec-lam/tech-lead-backend-developer-java/1553440.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294616
Thực Tập Sinh - Nhân Viên IT (Support/System),,"Yêu cầu ứng viên

Có chuyên môn về công nghệ thông tin: Phần cứng, phần mềm, mạng máy tính

Sinh viên mới ra trường hoặc mới đi làm sẽ được đào tạo. Có cơ hội cho thực tập sinh nếu đáp ứng khả năng (F...",https://www.topcv.vn/viec-lam/thuc-tap-sinh-nhan-vien-it-support-system/1750121.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294589
Nhân Viên Kinh Doanh Khách Hàng Doanh Nghiệp,"giao tiếp, b2b, đàm phán, chủ động","Yêu cầu ứng viên
Tốt nghiệp Cao đẳng/Đại học các ngành Kinh tế, Quản trị kinh doanh, CNTT hoặc liên quan.
Ưu tiên ứng viên có kinh nghiệm bán hàng B2B trong lĩnh vực CNTT, thiết bị văn phòng, giải phá...",https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-khach-hang-doanh-nghiep/1836403.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294616
Trưởng Nhóm Backend,"giao tiếp, microservices, lãnh đạo, linux, aws, google cloud, làm việc nhóm, java, giải quyết vấn đề","Yêu cầu ứng viên

- Tốt nghiệp Đại học các ngành Công nghệ thông tin, Khoa học máy tính, Điện tử viễn thông hoặc các ngành liên quan.

- Từ 5 năm kinh nghiệm phát triển backend với Java, tối thiểu 2-3...",https://www.topcv.vn/viec-lam/truong-nhom-backend/1946347.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294616
Nhân Viên Quản Lý Dự Án/Dịch Vụ Tư Vấn Và Phần Mềm - Thu Nhập 12-15 Triệu - Khu Vực Cầu Giấy,"giao tiếp, đàm phán, tiếng anh, jira, asana, trello, thuyết trình, giải quyết vấn đề","Yêu cầu ứng viên
Tốt nghiệp Đại học chuyên ngành Quản trị dự án, Công nghệ thông tin, Kinh tế, hoặc lĩnh vực liên quan.
Có từ 2 năm kinh nghiệm trở lên trong lĩnh vực quản lý dự án, đặc biệt là dự án ...",https://www.topcv.vn/viec-lam/nhan-vien-quan-ly-du-an-dich-vu-tu-van-va-phan-mem-thu-nhap-12-15-trieu-khu-vuc-cau-giay/1926389.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294594
Kỹ Sư Lập Trình Hệ Thống,"ielts 5.0, c++, triển khai phần mềm, giao tiếp, linux, tiếng anh, ielts, docker, toeic, làm việc nhóm, giải quyết vấn đề","Yêu cầu ứng viên
Tốt nghiệp Đại học trở lên chuyên ngành CNTT, Kỹ thuật máy tính, Điện tử – Viễn thông hoặc liên quan.
Kinh nghiệm từ 01 năm trở lên
Tiếng Anh: ≥ 650 TOEIC (hoặc IELTS 5.0 và tương đươ...",https://www.topcv.vn/viec-lam/ky-su-lap-trinh-he-thong/1943572.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294603
Chuyên Viên/Nhân Viên Vận Hành Hệ Thống,"giải quyết vấn đề, tiếng anh, sap, tư duy phản biện","Yêu cầu ứng viên
Cao đẳng/Đại học ngành Công nghệ thông tin hoặc lĩnh vực liên quan.
Tối thiểu 3 năm kinh nghiệm hỗ trợ vận hành phân hệ SAP PP/QM và có kiến thức về hệ thống quản lý sản xuất thông mi...",https://www.topcv.vn/viec-lam/chuyen-vien-nhan-vien-van-hanh-he-thong/1888758.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294571
Lập Trình Viên Backend (Golang),"restful, golang, python, grpc, api, tiếng anh, docker, redis, git, tư duy logic, k8s","Yêu cầu ứng viên

- Tốt nghiệp Đại học chuyên ngành CNTT, Công nghệ phần mềm và các chuyên ngành khác liên quan.

- Có khoảng 02 năm kinh nghiệm làm việc tại vị trí tương đương.

- Ngôn ngữ lập trình:...",https://www.topcv.vn/viec-lam/lap-trinh-vien-backend-golang/1942941.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294585
Senior Frontend Developer (React.Js/Next.Js) - Mức Lương Upto 30M,"restful, giải quyết vấn đề, html, triển khai phần mềm, giao tiếp, git, scss, tailwind, chủ động, làm việc nhóm, next.js, reactjs","Yêu cầu ứng viên
Tốt nghiệp đại học chuyên ngành CNTT hoặc các ngành liên quan;
Có 2 - 3+ năm kinh nghiệm phát triển ứng dụng web (hoặc mobile nếu có);
Có ít nhất 1 năm kinh nghiệm làm việc trong các ...",https://www.topcv.vn/viec-lam/senior-frontend-developer-react-js-next-js-muc-luong-upto-30m/1771109.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294565
DotNET Developer,"html, asp.net, sql, css, teamwork, api, javascript, agile, sql server, c#, communication","Yêu cầu ứng viên
Bachelor’s degree in Computer Science or related field.
2+ years of experience with C#, ASP.NET MVC, and Web API.
Proficiency in SQL Server and front-end technologies (HTML, CSS, Java...",https://www.topcv.vn/brand/zim/tuyen-dung/dotnet-developer-j1191637.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294565
Nhân Viên Backend Developer Kinh Nghiệm Từ 2 Năm Trở Lên,"gcp, prometheus, devops, azure, ci/cd, làm việc nhóm, elk stack, grafana, restful, gitlab, python, sql, php, oracle, mysql, oauth, k8s, gitlab ci, node.js, graphql, postgresql, kubernetes, jenkins, github actions, aws, github, jwt, google cloud, sql server, java","Yêu cầu ứng viên

1. Kinh nghiệm làm việc với các ngôn ngữ lập trình và cơ sở dữ liệu:

Thành thạo ngôn ngữ lập trình PHP, có kinh nghiệm framework: Laravel 
Java, Python, Node.js...
PostgreSQL, MySQL...",https://www.topcv.vn/brand/duocphamesvietnam/tuyen-dung/nhan-vien-backend-developer-kinh-nghiem-tu-2-nam-tro-len-j1398199.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294576
Flutter Developer,"kotlin, ios, flutter, ux, ui, ui/ux, firebase, api, swift, dart, git, ci/cd, android, java","Yêu cầu ứng viên

At least 3 years of experience in a similar position
Proficient in Dart and Flutter framework for mobile development (iOS and Android).
Strong understanding of mobile UI/UX principle...",https://www.topcv.vn/viec-lam/flutter-developer/1946776.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294612
Nhân Viên IT,"centos, linux, windows server, firewall","Yêu cầu ứng viên

- Có hiểu biết về hệ điều hành Windows, Windows Server, Linux ( CentOS)
- Có hiểu biêt về các dịch vụ : Domain, AD, DHCP , FTP
- Có hiểu biêt về thiết bị mạng ( Cisco, Ruijie )
- Có ...",https://www.topcv.vn/viec-lam/nhan-vien-it/1859748.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294616
Chuyên Viên Dự Án Chuyển Đổi Số,"python, sql, giao tiếp, sáng tạo, tiếng anh, ielts, bi, ielts 6.5, chủ động, power bi","Yêu cầu ứng viên
Có thể nghe - hiểu - giao tiếp tiếng Anh tốt (tương đương IELTS 6.5 trở lên).
Là sinh viên năm 4 hoặc mới tốt nghiệp, yêu thích công nghệ và đổi mới sáng tạo.
Đã học qua mảng dữ liệu ...",https://www.topcv.vn/viec-lam/chuyen-vien-du-an-chuyen-doi-so/1950288.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294603
.NET Developer,"sql, sáng tạo, tiếng anh, testing, jira, git, oracle, sql server, c#, n4, mysql, tư duy logic, tiếng nhật, .net","Yêu cầu ứng viên
Tốt nghiệp Đại học chuyên ngành CNTT
Tối thiểu 6 tháng kinh nghiệm làm dự án thực tế cho khách hàng trong lĩnh vực phát triển phần mềm bằng Framework .NET, ngôn ngữ C#/VB
Có khả năng ...",https://www.topcv.vn/viec-lam/net-developer/1940130.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294580
"IT Support Leader (Korean Speaking, Open For IT Comtor/PM/PO/BA/QA)",,"Yêu cầu ứng viên

1. Provide technical consultation for team members to help team members solve cases quickly.
2. Regularly review the backlog of members to ensure that the backlog of team members is ...",https://www.topcv.vn/viec-lam/it-support-leader-korean-speaking-open-for-it-comtor-pm-po-ba-qa/1935549.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294594
Kỹ Sư An Toàn Thông Tin,"firewall, linux, tiếng anh, mã hóa, pentest, toeic","Yêu cầu ứng viên

- Có khả năng làm việc với hệ thống Windows, Linux, Database, Web Server; Có kiến thức về thiết bị mạng như switch, router, firewall. Có chứng chỉ LPI, CCNA là lợi thế.
- Có kiến thứ...",https://www.topcv.vn/viec-lam/ky-su-an-toan-thong-tin/1898237.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294612
Auto Tester,"ngân hàng, gitlab, api, php, testing, selenium, git, agile, scrum, c#, java, tài chính","Yêu cầu ứng viên
Có kiến thức về quy trình kiểm thử phần mềm và các phương pháp, kỹ thuật, công cụ kiểm thử tự động
Có kiến thức và kinh nghiệm trong việc xây dựng, phát triển các framework kiểm thử t...",https://www.topcv.vn/viec-lam/auto-tester/1946069.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294612
Nhân Viên IT,giao tiếp,"Yêu cầu ứng viên
Trình độ học vấn: Tốt nghiệp chuyên ngành CNTT, Mạng máy tính, Kỹ thuật phần mềm hoặc tương đương.
Kinh nghiệm: Tối thiểu 1 năm kinh nghiệm trong vị trí IT Helpdesk hoặc IT văn phòng....",https://www.topcv.vn/viec-lam/nhan-vien-it/1923630.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294585
Manual Tester ( Có Kinh Nghiệm Test API),"postman, giao tiếp, api, tiếng anh, testing, jira, mysql, chủ động, làm việc nhóm, tư duy logic","Yêu cầu ứng viên

Vị trí này phù hợp với bạn nếu

Từ 2 năm kinh nghiệm làm việc ở vị trí kiểm thử phần mềm trong các dự án hoặc công ty công nghệ.
Kỹ năng lập kế hoạch, thiết kế kịch bản kiểm thử và k...",https://www.topcv.vn/viec-lam/manual-tester-co-kinh-nghiem-test-api/1937033.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294585
Game Developer (Senior),"ba, c#","Yêu cầu ứng viên
Tối thiểu 3 năm kinh nghiệm với Unity, bao gồm kinh nghiệm sâu về hệ thống cốt lõi, phát triển framework và tích hợp dịch vụ bên thứ ba.
Thành thạo C# và Unity, hiểu sâu về kiến trúc ...",https://www.topcv.vn/viec-lam/game-developer-senior/1938466.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294576
Chuyên Viên Vận Hành Và Quản Trị Hệ Thống Mạng,,"Yêu cầu ứng viên
Tốt nghiệp Đại học chuyên ngành Công nghệ thông tin và các ngành học liên quan.
Có chứng chỉ CCNA, MCSA là một lợi thế.
Có từ 3 năm kinh nghiệm ở vị trí tương đương, ưu tiên ứng viên ...",https://www.topcv.vn/viec-lam/chuyen-vien-van-hanh-va-quan-tri-he-thong-mang/1952905.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294599
Senior Flutter Developer,"ios, flutter, firebase, json, ci/cd, application security, leadership, restful, api, datadog, graphql, git, android, communication, english, github actions, proactive, github, firestore","Yêu cầu ứng viên
4+ years of professional software development experience, with at least 2+ years of hands-on experience specifically with Flutter in production environments.
Demonstrated experience w...",https://www.topcv.vn/viec-lam/senior-flutter-developer/1946536.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294616
Nhân Viên IT Helpdesk,,"Yêu cầu ứng viên

Kinh nghiệm / Kỹ năng chi tiết

- Ứng viên nam.
- Tốt nghiệp Đại Học chuyên ngành Công nghệ thông tin, mạng máy tính và các ngành nghề có liên quan.
- Tối thiểu 2 năm kinh nghiệm ở v...",https://www.topcv.vn/viec-lam/nhan-vien-it-helpdesk/648175.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294594
Quality Control (QC Tester),"qc, waterfall, testing, jira, agile, communication","Yêu cầu ứng viên

- Experience: 1-1.5 years as a Software Tester/QC Tester
- Education: Bachelor's degree in Computer Science, Information Technology, or related field
- Strong understanding of softwa...",https://www.topcv.vn/viec-lam/quality-control-qc-tester/1953410.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294580
VueJS Developer,"giao tiếp, php, jira, nodejs, git, scrum, vuejs, agile, chủ động, làm việc nhóm, tiếng nhật, reactjs","Yêu cầu ứng viên
Tốt nghiệp Đại học chuyên ngành CNTT hoặc có liên quan.
Có từ 2 năm kinh nghiệm trở lên làm việc với VueJS. Có kinh nghiệm ReactJS là một lợi thế.
Có kinh nghiệm làm việc với Git, Jir...",https://www.topcv.vn/viec-lam/vuejs-developer/1945009.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294580
"Intern Frontend Developer (HTML.CSS, JS, Trợ Cấp Từ 2-3 Triệu)","html, css, git, làm việc nhóm, reactjs","Yêu cầu ứng viên

- Sinh viên sắp tốt nghiệp hoặc mới tốt nghiệp ngành CNTT các trường Đại học tại Hà Nội

- Có kiến thức và kỹ năng về HTML, CSS và Javascripts. Biết thêm ReactJS là lợi thế

- Biết c...",https://www.topcv.vn/viec-lam/intern-frontend-developer-html-css-js-tro-cap-tu-2-3-trieu/1949713.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294580
Thực Tập Sinh Tư Vấn Thiết Kế Website,giao tiếp,"Yêu cầu ứng viên
Chuyên ngành CNTT, thiết kế website hoặc có liên quan
Am hiểu về các công cụ thiết kế website là lợi thế
Làm việc theo nhóm, trách nhiệm trong công việc
Giao tiếp cơ bản, vi tính văn ...",https://www.topcv.vn/viec-lam/thuc-tap-sinh-tu-van-thiet-ke-website/1947651.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294612
Kỹ Sư Lập Trình PLC,,"Yêu cầu ứng viên

- Tốt nghiệp Cao đẳng/ Đại học các chuyên ngành Tự động hóa.
- Kinh nghiệm làm thiết kế máy tự động, lập trình PLC , giao diện HMI nếu tốt nghiệp các chuyên ngành khác
- Thành thạo c...",https://www.topcv.vn/viec-lam/ky-su-lap-trinh-plc/1935378.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294599
Thực Tập Sinh Tester,"giao tiếp, oracle, mysql, thuyết trình","Yêu cầu ứng viên

Đã tốt nghiệp hoặc sắp tốt nghiệp (ưu tiên chuyên ngành CNTT) và có thể làm việc fulltime
Có tư duy hệ thống và kiến thức về CSDL như: MySQL/Oracle,..
Có kỹ năng quản lý công việc, t...",https://www.topcv.vn/viec-lam/thuc-tap-sinh-tester/1946036.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294580
Product Trainer - Software,"giao tiếp, thuyết trình","Yêu cầu ứng viên

- Tốt nghiệp Đại học, tuổi từ 28-dưới 40
- Từ 01 - 02 năm kinh nghiệm làm về đào tạo
- Có kỹ năng thuyết trình và truyền cảm hứng hiệu quả, giao tiếp tốt, có khả năng thuyết phục cao...",https://www.topcv.vn/viec-lam/product-trainer-software/1824724.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294616
IOS Developer (With Web Skills),"ios, objective-c, rest, api, swift, firebase, tư duy logic, android","Yêu cầu ứng viên
Tốt nghiệp Cao đẳng/Đại học chuyên ngành Công nghệ thông tin hoặc chuyên ngành liên quan.
Có từ 3 năm kinh nghiệm phát triển ứng dụng iOS (Objective-C hoặc Swift).
Ưu tiên ứng viên có...",https://www.topcv.vn/viec-lam/ios-developer-with-web-skills/1908600.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294612
UI/UX Designer - Lương Up To 20.000.000đ - Thanh Xuân - Hà Nội,"figma, html, ux, giao tiếp, illustrator, ui, ui/ux, css, adobe xd, sáng tạo, photoshop, làm việc nhóm, tư duy logic","Yêu cầu ứng viên

Tốt nghiệp chuyên ngành Thiết kế, Mỹ thuật đa phương tiện, Công nghệ thông tin hoặc liên quan.
Có từ 1 năm kinh nghiệm trong lĩnh vực UI/UX Designer
Thành thạo các công cụ: Figma, Ad...",https://www.topcv.vn/viec-lam/ui-ux-designer-luong-up-to-20-000-000d-thanh-xuan-ha-noi/1809956.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294576
Phân Tích Nghiệp Vụ Phần Mềm Quản Lý Nhà Trường,"phân tích nghiệp vụ, giao tiếp, tiếng anh, scrum, thuyết trình, agile, làm việc nhóm, giải quyết vấn đề","Yêu cầu ứng viên
Tốt nghiệp Đại học trở lên, chuyên ngành CNTT, Quản trị kinh doanh hoặc các ngành liên quan.
Tối thiểu 2 năm kinh nghiệm ở vị trí Chuyên viên Phân tích nghiệp vụ hoặc các vị trí tương...",https://www.topcv.vn/viec-lam/phan-tich-nghiep-vu-phan-mem-quan-ly-nha-truong/1949100.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294576
Data Tester,"aws, sql","Yêu cầu ứng viên
Có từ 3 năm kinh nghiệm trở lên: Sử dụng thành thạo các câu lệnh SQL để truy
vấn cơ sở dữ liệu
Có kinh nghiệm làm việc với các dự án về Data; có hiểu biết về AWS là một lợi
thế
Khả nă...",https://www.topcv.vn/viec-lam/data-tester/1949256.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294607
Kỹ Sư Triển Khai Dự Án Hệ Thống (Postsale System) - Thu Nhập Upto 40tr (Hà Nội),"giao tiếp, unix, linux, tiếng anh, vmware, windows server","Yêu cầu ứng viên
Tốt nghiệp Cao Đẳng /Đại Học chuyên ngành CNTT hoặc tương đương
Có từ 2 năm kinh nghiệm(có kinh nghiệm ở các vị trí tương đương).
Ưu tiên có chứng chỉ: VMware Certified Associate (VCA...",https://www.topcv.vn/viec-lam/ky-su-trien-khai-du-an-he-thong-postsale-system-thu-nhap-upto-40tr-ha-noi/1949543.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294571
"Giáo Viên Part-Time Dạy Lập Trình/Kỹ Thuật Điện Tử [Hồ Chí Minh/Bình Dương] - Phù Hợp Sinh Viên CNTT, Thu Nhập Upto 4.000.000đ/Tháng",,"Yêu cầu ứng viên
Tốt nghiệp Đại học chuyên ngành Sư phạm, khoa công nghệ thông tin.
Đang làm việc tại các công ty Truyền thông, Công nghệ thông tin.
Đang là sinh viên đang theo học khoa CNTT, Điện tử ...",https://www.topcv.vn/viec-lam/giao-vien-part-time-day-lap-trinh-ky-thuat-dien-tu-ho-chi-minh-binh-duong-phu-hop-sinh-vien-cntt-thu-nhap-upto-4-000-000d-thang/1326625.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294607
BI Developer,"sql, giao tiếp, bi, oracle, mysql, sql server, làm việc nhóm, giải quyết vấn đề","Yêu cầu ứng viên
Tốt nghiệp Đại học trở lên các chuyên ngành Công nghệ thông tin, Điện tử viễn thông, Công nghệ máy tính, Hệ thống thông tin hoặc các chuyên ngành có liên quan
Ít nhất 2 năm kinh nghiệ...",https://www.topcv.vn/brand/fptis/tuyen-dung/bi-developer-j1832070.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294594
Fresher Manual Test,"sql, api, japanese, testing, english","Yêu cầu ứng viên

Experience with Unit Tests, Integration Tests, and Monkey Tests.

Able to analyze workflows, confirm requirements with clients, and write documentation.

Proficient in writing SQL qu...",https://www.topcv.vn/viec-lam/fresher-manual-test/1890291.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294580
Nhân Viên IT Support / Helpdesk,"kế toán, firewall, sql, sql server, windows server, mysql, quản lý thời gian, làm việc nhóm","Yêu cầu ứng viên
Tốt nghiệp đại học các chuyên ngành liên quan đến Công nghệ thông tin
Tối thiểu 1 năm kinh nghiệm làm việc ở vị trí Helpdesk, Quản trị hệ thống.
Có kinh nghiệm hỗ trợ Office 365, các ...",https://www.topcv.vn/viec-lam/nhan-vien-it-support-helpdesk/1944207.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294565
Frontend Developer (Cocos/PixiJS/ Unity),"jquery, communication, css, javascript, english","Yêu cầu ứng viên

• Possessed a Bachelor Degree / Diploma / Professional Certificate in Information Technology, Computer Science, Software Engineering or any IT related field.

• Experience in Game En...",https://www.topcv.vn/viec-lam/frontend-developer-cocos-pixijs-unity/1922119.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294571
Automation Tester,"ngân hàng, confluence, api, selenium, testing, jira","Yêu cầu ứng viên
Có từ 2 năm kinh nghiệm test Automation cho Web App, sử dụng thành thạo công cụ: Karate, selenium và các ứng dụng/tool hỗ trợ như Jira, Confluence
Thông thạo trong việc viết automatio...",https://www.topcv.vn/viec-lam/automation-tester/1610743.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294607
Embedded Linux Engineer,"c++, python, giao tiếp, devops, linux, tiếng anh, docker, c","Yêu cầu ứng viên

● Tốt nghiệp đại học chuyên ngành Điện tử – Viễn thông, Kỹ thuật Máy tính, Tự động hóa, Cơ điện tử hoặc tương đương.
● Ít nhất 2 năm kinh nghiệm trong lập trình nhúng, đặc biệt là ph...",https://www.topcv.vn/viec-lam/embedded-linux-engineer/1908073.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294607
Business Analyst,"qa, communication, critical thinking, teamwork, magento, business analyst, agile, scrum, english","Yêu cầu ứng viên
From 1 year of experience as a Business Analyst (Magento and Shopify experience is a plus).
Strong logical, critical thinking, analytical, and problem-solving skills
Good communicatio...",https://www.topcv.vn/viec-lam/business-analyst/1945426.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294580
[Sale] Technical Developer (Garment Field),english,"Yêu cầu ứng viên
Bachelor’s or College degree in Garment or a related field.
2-3 years of experience in garment manufacturing.
Proficiency in English.
Ability to work effectively under pressure and me...",https://www.topcv.vn/viec-lam/sale-technical-developer-garment-field/1929739.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294616
Android Middle (Java/Kotlin) Lương 20-30M (Nghỉ T7/CN) Tại Hà Nội,"kotlin, restful, ui, api, chủ động, android, java","Yêu cầu ứng viên
Từ 4 năm kinh nghiệm với các dự án thực tế
Thành Thạo Java/Kotlin
Có kinh nghiệm làm việc với Back-end Restful API, MVP, MVVM, tích hợp SDK
Có kiến thức chuyên sâu về Lập trình Androi...",https://www.topcv.vn/viec-lam/android-middle-java-kotlin-luong-20-30m-nghi-t7-cn-tai-ha-noi/639638.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294585
Chuyên Viên Kiểm Thử Phần Mềm /Tester,"ngân hàng, confluence, banking, api, swift, jira, tài chính","Yêu cầu ứng viên

Yêu cầu:

Tốt nghiệp Đại học trở lên chuyên ngành CNTT hoặc các ngành khác nếu có các chứng chỉ tương đương được công nhận bởi các tổ chức uy tín;
Kinh nghiệm làm việc > 3 năm tại cá...",https://www.topcv.vn/viec-lam/chuyen-vien-kiem-thu-phan-mem-tester/1713391.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294580
System Admin (Quản Trị Hệ Thống),"firewall, ips, linux, docker, vmware, windows server, ci/cd, ids, zabbix, k8s","Yêu cầu ứng viên
Tốt nghiệp Đại học với chuyên ngành Công nghệ thông tin / Điện tử viễn thông / Hệ thống thông tin;
Có kinh nghiệm từ 2 năm trở lên vị trí tương đương.
Có kiến thức về quản trị hạ tầng...",https://www.topcv.vn/viec-lam/system-admin-quan-tri-he-thong/1949705.html?ta_source=JobSearchList_LinkDetail&u_sr_id=KW0jG5PoPB9RO7JaQsbFxWiZIMpIIPGMGZFxboiO_1763294607
